idade,tempo_cliente_meses,gasto_mensal,reclamacoes,uso_suporte,churn
63,17,50.39,0,3,0
60,23,53.4,2,1,0
64,24,136.85,1,4,0
62,45,120.0,0,1,1
35,19,138.99,0,4,0
55,5,121.05,3,0,1
52,32,101.66,0,3,0
68,44,108.5,1,3,0
32,1,136.7,1,0,0
42,23,99.46,0,2,0
54,37,105.89,0,3,0
45,8,48.78,2,1,0
27,13,86.87,0,3,0
56,8,115.97,0,2,0
34,57,62.51,2,1,0
56,23,54.27,0,1,0
39,43,67.66,1,0,0
43,1,58.98,0,4,0
61,45,55.79,1,0,0
42,51,80.98,0,4,0
34,24,138.94,2,0,1
30,35,90.85,1,4,0
37,24,52.55,0,3,0
42,17,39.24,3,1,1
21,5,113.54,1,4,1
27,20,75.94,3,3,0
20,21,128.62,2,2,1
58,40,109.14,0,0,0
62,58,125.55,1,2,0
35,31,62.63,1,3,0
64,46,113.08,1,2,0
53,36,61.69,0,2,0
64,11,142.69,2,3,1
39,52,106.36,0,1,0
51,15,68.94,2,4,0
64,19,62.34,0,0,0
25,7,52.91,4,4,1
57,51,113.36,1,0,0
66,28,56.25,0,4,0
61,51,101.44,1,2,0
36,43,61.76,2,1,0
59,58,109.44,1,2,0
58,5,127.79,1,1,1
54,5,123.36,2,3,1
23,30,121.3,1,0,0
69,54,52.53,2,0,0
43,32,40.61,1,3,0
51,8,113.87,1,4,1
62,10,74.2,1,3,0
23,38,81.88,0,3,0
54,47,33.74,2,1,0
50,32,61.15,0,3,0
39,48,34.04,1,0,0
38,28,135.5,0,2,0
23,17,59.21,1,1,0
23,31,96.88,2,1,0
65,8,34.68,2,4,1
21,40,110.02,0,2,0
47,25,68.76,1,1,0
28,9,137.75,2,3,1
47,2,136.57,3,1,1
48,15,69.03,2,1,0
41,50,138.12,1,1,0
26,3,149.54,0,4,1
20,49,129.05,1,1,0
68,36,131.38,0,1,0
48,4,59.88,1,4,1
57,14,99.2,1,2,0
54,41,38.07,2,0,0
53,41,41.39,3,4,0
41,25,149.87,0,4,0
48,58,69.2,1,1,0
23,55,119.78,1,1,0
19,50,126.8,0,0,0
37,10,132.96,0,1,0
45,21,149.72,0,3,0
28,36,58.98,2,1,0
21,12,34.84,1,1,1
32,27,79.34,1,3,0
23,40,45.61,4,0,0
66,2,32.69,3,3,0
47,54,73.25,0,4,0
55,13,124.05,1,3,0
68,53,97.94,1,2,0
19,32,67.53,1,4,0
32,31,108.52,0,1,0
28,16,57.84,2,4,0
25,32,31.73,1,0,0
43,32,121.72,1,0,0
68,34,104.85,1,3,0
62,11,121.48,1,4,1
61,10,34.67,1,1,1
22,15,130.45,0,0,0
23,17,104.34,1,1,0
43,40,97.61,0,2,0
21,18,104.95,1,0,0
36,55,133.73,0,3,0
37,9,100.43,4,2,1
50,25,99.71,0,4,0
37,40,148.88,3,1,0
66,59,120.81,0,0,0
29,14,83.08,3,2,1
64,58,114.89,0,2,1
18,25,76.71,0,0,0
43,50,57.47,1,4,0
31,22,101.62,0,4,0
55,52,141.38,1,3,0
54,30,141.5,1,4,0
28,20,71.03,4,3,0
53,21,93.32,0,2,0
30,44,55.4,0,0,0
60,32,149.48,2,4,1
20,51,147.73,1,3,0
50,46,107.94,2,2,1
23,49,126.53,1,4,0
67,56,115.81,1,1,0
27,21,101.18,0,2,0
22,35,36.4,1,4,0
40,58,84.57,1,2,0
27,32,110.97,0,0,1
61,30,111.3,2,0,1
19,55,74.77,0,0,0
30,39,143.0,2,1,1
57,49,50.08,0,0,0
19,12,90.04,0,1,0
37,41,112.91,1,0,0
18,47,113.66,0,2,0
54,18,107.84,2,4,1
26,21,63.03,1,4,0
34,13,48.74,0,0,0
26,21,106.31,0,4,0
28,8,101.92,1,0,1
32,46,51.52,2,0,0
41,40,114.62,1,3,0
55,46,84.62,3,3,0
52,7,110.13,1,3,0
47,23,130.48,1,1,0
48,44,50.37,0,3,0
66,32,32.3,1,0,0
22,11,123.49,0,2,1
61,22,103.16,1,3,0
67,22,113.96,1,3,0
31,43,130.58,0,2,0
28,25,126.34,0,0,0
26,22,145.31,2,1,1
51,28,94.31,1,3,0
29,29,88.62,2,2,1
52,13,78.23,0,0,0
52,18,48.44,2,4,0
18,2,98.71,2,1,1
57,29,63.24,0,2,0
39,21,140.56,0,2,1
46,15,99.98,1,2,0
25,52,101.14,1,3,1
28,27,72.59,1,4,0
58,50,36.24,1,1,0
54,31,33.81,2,0,1
31,15,80.8,2,0,0
47,51,40.15,1,4,0
52,23,102.82,0,2,0
38,24,135.72,1,2,0
54,44,135.95,1,2,0
22,13,109.09,2,2,1
36,22,55.35,1,2,0
31,43,133.56,2,4,1
43,37,136.33,0,3,0
21,33,53.6,2,1,0
42,56,118.49,2,2,1
62,3,64.38,1,3,0
59,54,126.32,0,0,0
42,19,149.67,0,4,1
35,23,33.6,1,3,0
57,29,137.68,0,2,1
25,30,104.72,0,2,0
56,39,146.81,0,2,0
57,44,85.8,1,3,0
31,47,131.69,0,2,0
49,25,37.49,3,3,0
68,37,70.23,1,2,0
55,47,38.04,0,0,0
50,8,147.04,0,0,0
40,42,128.04,1,1,0
32,58,132.31,0,2,0
50,16,142.56,0,2,1
42,8,40.21,2,3,1
34,1,76.27,1,3,0
50,44,38.52,1,2,0
64,5,55.3,1,1,0
19,3,57.52,1,2,0
31,1,86.29,1,3,1
57,4,62.23,1,2,0
57,40,42.12,1,3,0
68,35,50.1,2,2,0
56,32,47.67,2,4,0
68,42,146.77,1,3,0
23,34,121.12,2,1,1
23,43,146.13,0,4,0
20,25,82.77,2,2,0
24,10,63.4,1,3,0
68,21,125.8,1,4,0
25,46,69.15,0,1,0
59,39,65.93,3,3,1
69,27,57.9,0,4,0
32,27,45.56,1,4,0
64,2,60.78,0,4,0
46,41,72.64,1,0,0
50,48,110.88,1,2,0
69,13,37.51,1,3,0
47,9,55.26,0,3,0
56,52,127.08,0,3,1
44,36,47.63,2,4,0
53,22,71.12,0,2,0
46,42,133.76,1,1,0
55,26,48.59,0,3,0
50,58,39.93,2,2,0
54,54,88.14,0,2,0
44,12,66.29,1,0,0
50,17,97.61,0,3,0
21,14,126.46,2,4,1
39,14,46.46,2,2,1
19,57,99.68,2,2,1
27,34,90.66,1,1,0
22,53,47.29,0,0,0
27,57,104.88,0,2,0
50,20,62.84,2,2,0
55,11,88.54,1,4,0
30,16,39.87,0,4,0
48,51,85.15,0,1,0
64,31,66.78,0,1,0
53,55,128.69,0,1,0
62,6,36.84,3,4,1
41,56,80.23,1,4,0
69,19,85.01,0,0,0
32,37,117.0,2,3,0
46,58,98.91,1,3,0
25,4,110.07,1,0,1
22,47,123.25,1,3,0
46,4,133.46,0,4,0
64,20,67.67,1,3,0
21,10,94.56,0,4,0
29,24,130.81,5,0,0
62,54,148.73,1,1,1
19,35,136.74,1,0,0
44,26,74.58,1,3,0
48,37,53.42,1,4,0
68,38,88.73,0,3,0
68,21,119.0,1,3,0
53,54,89.11,0,1,0
53,40,87.98,0,3,0
43,39,130.59,1,1,0
60,21,73.37,2,4,1
44,10,133.18,0,4,1
22,38,78.82,0,1,0
37,46,69.39,1,0,0
28,4,84.48,0,4,0
27,57,121.49,2,0,1
57,45,45.12,0,4,1
55,20,53.57,3,4,1
23,17,144.17,3,2,1
25,55,51.06,1,3,0
40,7,98.13,0,3,0
64,4,99.52,1,0,0
43,29,88.75,1,3,0
63,14,107.37,3,0,1
60,3,57.58,0,4,0
29,24,96.32,1,2,0
43,37,74.66,2,2,1
30,16,109.4,0,4,0
57,58,46.95,0,1,1
35,55,98.51,1,1,0
42,52,52.23,1,3,0
50,4,63.44,1,0,0
64,56,56.25,0,2,0
57,24,51.94,3,3,0
60,34,129.09,0,4,0
29,30,64.28,1,2,0
61,18,141.25,2,0,1
53,19,146.39,2,0,1
65,31,98.55,1,1,0
21,19,47.16,1,3,0
22,49,74.95,2,4,0
54,46,125.73,0,2,0
25,19,74.09,1,0,0
59,22,40.44,2,2,1
66,24,96.81,0,4,0
45,45,131.41,1,2,1
48,12,125.51,1,3,0
26,30,51.01,0,1,0
68,58,110.73,3,2,1
46,38,56.46,0,1,0
31,53,56.18,0,4,0
57,31,134.89,1,1,0
58,36,59.96,2,2,1
39,19,61.59,2,2,1
28,48,30.08,0,0,0
40,45,134.48,0,2,0
18,36,125.11,1,1,0
63,30,105.28,0,0,0
54,55,120.03,0,2,1
38,49,48.25,1,2,0
43,55,85.0,0,4,0
63,33,72.15,0,0,0
53,18,41.25,2,4,0
40,52,88.34,2,4,0
18,49,140.49,0,4,0
68,59,34.81,0,3,0
57,28,64.98,0,4,0
32,59,54.9,1,1,0
38,47,58.58,1,2,0
64,11,139.01,1,3,0
26,57,86.17,0,4,0
26,54,85.96,1,2,0
27,45,121.27,0,0,1
69,33,48.54,1,0,1
43,17,88.47,2,2,0
58,6,81.6,0,1,0
52,4,101.63,1,2,0
69,20,149.95,2,2,0
42,48,122.33,2,3,1
43,47,77.74,3,0,1
28,27,129.31,2,0,0
55,15,50.49,0,4,0
19,6,33.66,1,2,0
24,47,54.53,1,2,0
35,14,70.85,1,1,0
44,11,91.27,1,0,0
51,39,103.82,1,1,0
44,9,139.27,2,3,1
34,26,91.18,2,4,0
60,16,90.15,0,1,0
61,5,36.03,0,0,0
68,57,34.19,1,3,0
41,52,96.14,1,2,0
42,10,82.58,0,3,0
24,50,130.7,1,1,0
69,3,49.28,1,0,1
23,13,33.0,1,1,0
41,43,83.88,2,2,0
50,49,58.5,0,2,0
66,30,35.95,3,0,1
46,54,116.95,0,4,1
60,45,43.39,1,3,0
39,6,103.0,0,3,0
43,17,63.73,0,2,0
45,59,50.82,1,1,0
67,45,75.57,0,1,0
38,51,126.17,0,4,0
66,53,77.05,2,1,0
24,19,120.09,1,3,0
34,42,45.06,1,1,0
37,35,122.73,0,4,0
58,46,58.43,2,3,0
66,26,111.29,1,1,0
37,51,97.89,0,3,0
39,5,141.5,0,2,1
45,29,76.48,0,2,0
57,37,37.94,0,2,0
66,20,32.3,1,1,0
24,49,129.22,0,4,1
18,21,92.97,2,3,0
49,10,123.03,0,0,0
30,5,58.13,0,2,0
47,36,71.41,2,2,0
40,6,33.61,3,0,1
68,26,145.38,0,0,0
36,4,110.14,2,1,1
49,39,141.98,1,3,0
47,39,61.86,1,2,0
46,50,103.38,2,4,0
66,35,111.42,1,1,0
62,1,68.11,2,1,1
46,24,131.77,1,4,1
47,57,143.66,1,4,0
33,36,136.18,1,4,0
57,6,118.69,0,0,1
36,41,63.3,2,2,0
35,54,63.79,2,0,0
18,46,145.6,0,2,0
31,44,31.23,1,0,0
68,57,115.93,4,3,1
64,31,114.75,1,2,0
67,20,104.72,1,1,0
19,24,148.81,1,2,1
45,25,67.43,0,2,0
66,36,70.8,0,2,0
67,21,39.47,1,3,0
47,30,83.14,0,0,0
55,24,61.33,1,1,0
68,44,71.21,1,0,0
21,42,130.15,2,0,0
18,30,142.26,1,4,0
25,22,52.29,1,3,0
46,28,74.7,0,4,0
56,7,141.44,2,3,1
20,35,37.42,0,0,0
49,55,41.08,0,0,0
27,28,49.53,2,3,0
27,14,101.43,0,0,1
36,56,48.06,2,0,1
63,10,146.17,0,1,1
51,16,83.61,1,4,0
50,16,90.18,0,4,0
40,54,59.6,2,4,0
45,31,86.52,0,2,0
49,42,109.43,0,1,0
67,25,120.14,0,4,0
24,13,120.46,1,4,0
46,6,99.35,2,1,1
25,44,138.52,0,0,0
18,9,128.09,3,4,1
20,45,120.85,2,0,0
41,36,36.67,0,4,0
40,56,30.83,2,3,0
25,43,55.49,1,2,0
64,20,109.62,0,4,0
54,18,79.34,0,3,0
20,58,78.29,1,1,0
68,43,136.15,1,3,0
50,57,137.47,0,1,0
45,21,139.1,1,4,0
64,4,67.67,2,1,1
25,50,112.93,0,3,0
51,33,62.6,1,2,0
52,27,52.87,1,0,0
49,7,52.16,3,0,1
41,6,71.05,1,2,0
31,15,81.59,1,0,0
49,18,129.71,2,4,0
63,32,44.39,2,4,0
60,56,118.19,0,3,0
33,11,93.77,2,3,1
21,20,64.55,2,1,0
69,24,89.14,0,3,0
54,15,65.99,2,4,1
38,48,101.53,0,3,0
31,7,82.06,2,0,0
48,21,49.73,1,1,0
65,42,43.99,2,1,0
35,26,95.6,0,4,0
24,44,138.29,1,3,0
27,56,71.27,1,0,1
24,14,117.96,1,3,0
50,57,109.04,2,2,0
40,37,141.79,1,3,1
38,58,128.52,1,4,0
36,21,97.99,1,3,0
65,18,108.84,2,1,0
36,5,137.81,3,0,1
53,3,77.94,0,4,0
46,23,69.22,1,2,0
35,26,31.3,1,0,0
19,37,129.19,0,0,0
18,24,126.12,1,1,1
64,49,42.53,1,1,0
22,19,99.22,0,1,0
37,51,85.68,0,4,0
28,25,44.25,1,3,0
59,21,147.67,1,0,0
19,12,55.76,4,3,0
20,57,38.07,0,3,0
40,41,101.38,0,1,0
29,33,118.66,3,3,1
37,50,33.89,2,0,1
22,53,109.05,1,0,0
54,4,93.88,1,2,0
55,42,42.39,1,4,0
47,57,50.7,2,3,0
26,7,98.16,2,4,0
51,22,65.56,1,4,0
61,55,142.6,0,4,0
52,33,128.25,2,4,1
69,17,148.03,3,0,1
39,24,61.16,1,3,0
61,34,146.37,1,2,0
41,28,81.75,0,4,0
34,58,71.7,1,2,0
27,43,36.04,0,0,0
47,41,36.33,0,0,0
63,39,113.04,1,1,0
40,22,84.95,1,4,0
49,49,57.18,0,1,0
34,17,103.68,1,2,0
67,34,60.34,0,3,0
68,6,99.32,0,1,1
34,46,73.11,2,0,1
31,6,128.83,2,4,1
26,34,128.48,0,2,0
57,1,87.28,2,0,1
19,10,72.1,0,3,1
62,21,73.51,0,4,0
42,5,126.69,1,3,1
56,2,69.38,1,3,1
26,22,55.09,0,4,0
39,48,40.16,3,4,0
60,57,86.0,0,3,0
63,2,87.86,1,2,0
21,10,130.91,1,4,1
43,34,56.55,1,0,0
46,16,75.72,1,1,0
62,48,127.01,1,2,0
51,51,128.83,1,4,0
40,39,76.15,2,4,0
54,22,85.09,1,2,0
28,12,66.39,2,1,0
23,24,141.91,0,3,0
35,47,44.24,0,0,0
38,40,142.05,1,4,0
59,38,112.06,1,1,0
53,59,93.79,1,0,0
58,10,33.92,1,2,1
55,35,87.07,1,4,0
51,51,78.93,0,3,0
34,49,49.35,0,2,0
54,32,108.77,1,4,0
42,7,146.54,1,1,0
55,21,97.46,3,0,1
29,20,115.77,0,0,0
40,26,38.21,0,4,0
59,4,80.12,0,2,1
39,46,43.96,1,3,0
38,52,103.54,2,1,1
44,22,142.62,1,4,0
48,15,109.41,0,1,0
23,56,39.22,1,0,0
44,40,72.56,2,3,1
57,21,96.08,0,1,0
51,15,78.38,1,4,0
29,22,130.04,0,3,0
62,52,127.76,3,2,1
24,28,103.42,2,4,1
27,14,74.81,2,1,1
62,27,60.64,1,3,0
34,41,42.7,1,4,0
43,40,72.59,3,3,0
38,58,79.58,1,3,0
45,28,111.1,0,3,0
63,26,108.98,1,1,0
19,49,38.41,1,4,0
60,2,77.43,1,0,1
18,25,51.81,3,0,1
68,56,48.82,0,1,0
53,3,129.28,1,1,1
68,8,35.03,1,3,1
43,44,80.3,0,4,0
46,33,50.18,2,4,0
38,42,135.52,0,2,0
28,52,96.84,0,2,0
57,35,57.77,2,0,0
28,6,90.29,0,2,0
53,39,117.78,2,2,1
66,52,144.97,0,0,0
56,23,56.45,0,0,0
57,25,136.34,2,2,0
52,59,142.12,1,4,0
51,50,139.97,1,2,0
64,43,106.25,2,3,1
41,19,105.58,0,3,0
39,5,78.39,0,3,0
22,51,120.29,0,1,0
50,11,93.76,1,3,1
53,56,111.29,1,4,0
64,12,81.41,1,1,0
37,10,117.78,0,1,1
36,8,128.94,0,3,0
52,24,47.57,0,2,0
69,28,129.95,2,0,0
60,41,94.84,1,2,0
34,36,131.36,0,2,0
62,37,81.76,0,1,0
60,21,75.48,1,1,0
51,8,139.81,0,1,1
26,55,60.14,0,4,0
43,9,131.31,0,4,1
19,47,88.08,1,0,0
26,15,91.69,0,1,0
26,48,67.02,1,3,0
57,46,98.77,2,1,0
34,40,69.03,1,4,0
18,18,34.71,1,1,0
42,42,62.64,0,4,0
60,20,30.77,3,1,0
57,6,147.4,1,3,1
59,12,145.89,0,0,0
42,2,77.42,1,3,0
56,7,117.4,1,4,0
52,16,71.5,1,2,0
20,3,110.53,2,3,1
67,45,126.65,0,1,1
54,3,143.61,1,0,0
61,27,78.03,2,1,0
61,50,124.0,1,1,0
68,43,61.91,0,3,0
47,40,148.84,2,0,1
55,38,33.09,0,2,0
51,33,102.42,1,1,0
29,28,109.14,1,0,0
36,1,112.57,2,2,1
54,55,44.45,1,1,0
61,8,142.62,1,0,1
66,37,51.74,2,3,0
34,32,104.73,0,1,0
27,48,56.72,1,1,0
66,43,66.87,1,0,0
64,37,95.58,1,1,0
29,4,80.06,0,2,0
33,30,49.23,2,1,0
41,6,50.51,0,4,1
36,46,80.18,4,2,0
25,54,120.87,0,0,0
48,19,137.76,2,2,0
38,32,40.1,0,4,0
34,9,77.17,1,4,1
40,12,42.03,1,1,0
54,11,31.99,2,1,1
33,46,109.41,1,3,0
23,55,102.29,1,2,0
25,16,49.56,0,3,0
42,1,58.06,0,4,0
35,45,32.84,0,1,0
42,55,130.19,0,1,0
29,53,146.96,2,1,1
32,21,46.26,1,0,0
43,30,57.78,1,4,0
58,13,134.21,0,1,0
62,34,141.18,0,4,0
43,4,80.36,2,1,1
64,28,36.07,0,2,0
49,38,34.73,1,4,0
27,58,98.87,3,3,0
33,31,77.15,1,0,0
24,59,33.44,1,3,0
34,55,99.99,0,4,0
40,27,31.36,1,1,0
43,5,124.48,3,4,1
38,25,66.77,1,0,0
39,3,34.83,2,4,1
24,33,100.6,1,1,0
31,4,77.72,0,3,0
32,25,146.86,1,2,0
24,20,95.3,1,3,0
26,34,63.03,0,1,0
68,26,115.13,3,1,1
65,5,62.58,1,0,0
25,35,138.51,0,4,0
67,28,74.97,0,4,0
40,29,95.98,1,3,0
46,9,36.07,1,2,1
35,52,81.13,1,2,0
48,38,129.88,0,0,1
47,50,126.68,3,1,0
69,6,56.92,1,0,0
56,19,57.13,0,4,0
52,44,128.08,1,1,0
35,57,141.65,1,0,1
59,11,41.44,2,3,0
56,2,84.01,1,4,0
34,47,70.49,1,2,0
31,44,134.48,0,0,0
48,44,40.02,0,4,0
41,9,55.34,0,4,1
52,21,120.3,1,2,0
61,24,36.16,0,2,0
62,34,89.1,1,2,0
51,22,83.05,2,0,0
20,3,70.13,2,2,0
54,12,77.35,1,3,0
60,28,93.59,2,4,0
57,30,49.36,2,2,1
43,26,98.64,1,4,0
40,48,126.65,2,1,1
61,21,121.22,0,1,0
56,28,48.47,1,2,0
32,56,47.91,0,4,0
66,26,62.18,1,1,0
21,33,73.33,1,2,0
46,21,79.01,0,4,0
39,35,111.56,1,2,0
42,52,36.8,0,4,0
30,34,34.16,0,1,0
35,41,77.03,1,2,0
50,51,113.66,0,1,0
33,47,53.21,0,2,0
62,18,106.98,3,0,1
59,58,61.18,1,1,0
61,11,136.33,1,1,1
19,57,137.48,2,3,0
52,23,65.67,0,1,0
59,48,57.6,0,4,0
51,22,79.36,3,2,0
47,17,58.86,3,0,1
30,5,110.69,1,4,1
30,44,129.13,2,4,1
35,11,110.77,0,4,0
49,30,128.92,2,4,0
49,15,77.64,1,0,0
52,27,48.76,2,3,0
56,35,118.55,0,1,0
63,33,73.26,1,4,0
69,20,110.55,1,1,1
46,16,62.48,3,1,1
66,34,39.75,1,4,0
46,2,149.11,0,3,1
61,35,48.74,3,1,1
33,40,148.61,0,2,1
61,56,147.27,0,1,0
64,28,125.26,2,4,1
27,47,109.13,1,0,0
47,39,99.34,0,1,0
42,6,133.93,0,3,0
56,9,64.73,1,2,0
37,20,86.12,1,2,0
22,1,104.33,3,0,1
18,8,79.34,1,0,1
47,55,81.3,2,1,1
66,23,69.63,0,4,0
20,3,97.71,2,3,1
62,4,132.07,1,2,1
31,58,54.18,0,0,0
47,25,142.13,1,3,0
67,47,112.69,2,4,1
21,38,128.79,1,2,0
35,15,96.74,1,2,0
54,21,123.54,1,4,0
42,35,31.94,1,2,0
65,57,128.21,0,4,0
18,53,34.82,1,2,0
63,53,136.79,1,1,1
32,46,149.04,1,4,0
26,52,65.29,1,3,0
32,14,55.24,1,1,0
66,36,121.84,2,3,0
41,12,60.36,1,2,0
21,17,133.87,1,3,0
29,39,42.34,2,1,0
54,9,45.11,1,4,1
54,35,147.5,1,0,0
60,13,110.86,1,3,0
23,15,131.63,0,0,1
56,18,68.92,0,3,0
63,51,111.18,0,3,0
41,33,101.31,0,4,0
28,6,102.38,3,2,1
30,59,111.9,0,1,0
51,27,99.04,1,1,0
42,23,81.49,2,1,1
24,59,63.11,1,2,0
69,27,122.23,1,0,0
21,34,57.15,0,1,0
25,56,113.08,1,0,0
37,46,58.0,1,2,0
46,38,105.04,1,2,1
68,14,119.65,0,4,0
62,36,56.25,0,1,0
63,53,37.19,0,4,0
27,8,45.72,0,1,0
60,35,102.72,1,2,0
51,19,131.93,0,2,0
43,30,35.4,0,3,0
58,14,118.1,2,3,0
66,59,70.96,0,2,0
20,20,87.42,0,2,0
23,49,141.46,0,0,0
22,25,69.84,0,0,0
22,40,85.84,1,4,0
64,24,31.64,1,3,0
40,14,39.79,3,3,0
66,26,61.03,1,2,0
26,38,33.34,1,2,0
52,23,105.77,2,4,1
37,22,81.17,1,3,0
66,48,95.78,0,0,0
59,57,50.96,1,1,0
52,19,65.51,1,4,0
67,46,109.66,1,1,0
35,51,145.84,1,0,1
34,3,36.05,2,0,1
41,42,136.85,0,1,0
20,19,99.23,2,4,0
49,9,97.67,2,1,1
52,28,90.03,0,4,0
55,20,38.33,0,4,0
30,45,40.79,2,2,0
64,7,102.11,1,3,0
42,14,70.92,1,3,0
26,9,140.07,0,0,1
21,59,78.79,0,2,0
31,55,47.19,0,3,0
54,57,115.77,0,4,1
51,19,65.2,0,4,0
28,47,93.06,1,1,0
58,52,113.74,1,1,0
20,14,138.03,0,4,0
45,56,125.06,0,4,0
46,38,111.16,0,1,0
26,53,111.56,1,3,0
20,36,143.51,3,0,0
42,40,65.5,1,1,0
51,17,30.13,1,3,0
29,30,62.63,0,3,0
59,9,56.15,1,3,0
26,33,109.42,1,2,1
32,56,106.05,1,2,0
57,52,101.22,1,3,0
42,25,31.95,1,4,0
22,14,117.45,2,2,1
28,11,68.82,2,1,1
51,53,109.81,1,2,0
41,35,96.79,2,4,0
32,41,71.13,0,0,0
55,59,46.15,1,2,1
25,14,41.33,1,3,0
22,30,129.78,1,3,1
65,41,140.21,2,3,1
43,4,107.97,1,0,1
35,59,42.41,0,4,0
23,4,78.24,0,1,0
54,28,117.47,1,4,0
65,8,123.58,0,0,0
30,2,44.19,1,3,0
45,41,30.0,1,4,0
22,46,115.46,0,1,0
30,22,72.79,1,3,0
34,41,60.54,3,1,0
67,56,31.55,3,2,0
57,55,94.84,0,1,0
62,16,132.14,0,3,0
49,29,144.92,1,2,0
46,49,97.89,0,3,0
68,48,91.74,1,3,0
20,30,40.21,2,2,0
57,12,95.86,1,1,0
51,35,75.6,3,0,0
57,11,102.86,1,0,1
44,46,76.65,1,0,0
30,50,58.84,2,0,0
62,21,41.4,1,4,0
50,21,67.79,0,0,0
23,5,41.6,1,2,1
41,48,51.23,0,0,0
36,20,148.48,1,3,0
33,37,83.29,0,0,0
57,3,93.82,0,1,0
45,44,134.83,0,2,0
50,33,149.47,3,2,1
65,53,99.93,0,4,0
58,9,127.5,2,3,1
30,9,69.23,3,2,1
60,4,66.69,0,1,1
62,35,78.32,0,0,0
42,17,110.7,1,2,0
59,34,111.86,1,1,0
53,24,67.83,1,0,0
44,32,45.99,3,4,0
55,1,105.89,0,2,1
24,8,45.4,0,2,0
22,45,99.42,0,1,0
60,23,113.21,0,3,0
62,47,114.07,0,4,1
68,40,120.42,2,3,0
48,12,134.74,2,2,1
40,54,90.0,2,3,0
59,12,117.63,1,0,0
27,46,104.3,1,4,0
49,47,52.4,2,3,0
60,15,33.08,0,0,0
47,41,64.14,2,1,0
56,19,83.16,1,3,0
48,26,104.05,3,4,1
35,52,132.0,1,0,0
53,29,53.55,1,3,0
19,22,45.07,0,1,0
31,40,145.62,2,3,1
30,21,42.97,1,0,0
46,51,87.42,0,3,0
29,38,100.27,1,4,1
56,20,94.96,0,2,0
19,57,40.32,1,0,0
49,29,36.84,2,0,0
30,51,42.66,0,0,0
63,4,100.27,1,0,1
44,55,95.32,0,3,0
66,7,58.05,1,4,0
58,28,106.53,1,1,0
34,28,128.41,0,4,0
57,4,34.99,0,0,1
48,22,89.78,3,3,0
51,12,112.72,0,3,0
41,45,60.28,0,0,0
62,3,66.93,1,3,1
52,22,103.64,1,0,0
65,44,137.75,1,4,0
23,2,127.19,1,2,0
36,24,99.98,1,3,0
47,34,117.63,1,0,0
24,27,73.78,1,0,0
27,55,106.92,3,3,1
58,41,85.94,1,1,0
49,1,52.79,1,0,0
51,8,114.21,0,3,1
45,23,96.78,0,0,0
32,38,73.03,0,1,0
47,6,139.36,0,2,0
54,22,32.51,3,1,0
46,25,67.89,0,4,0
39,18,36.83,2,3,0
21,17,121.98,2,1,1
37,12,114.25,1,2,0
49,6,69.76,0,0,0
53,26,111.08,1,3,0
67,27,77.51,2,1,0
21,8,120.75,0,2,1
44,19,84.5,2,1,0
34,42,79.47,1,4,0
29,1,142.17,2,3,1
39,57,60.11,2,0,1
34,29,44.45,0,2,0
27,45,100.15,1,1,1
18,49,146.32,0,3,0
39,35,75.34,1,1,0
43,40,37.44,1,3,0
35,14,70.72,1,4,0
67,35,90.71,0,1,0
31,48,49.43,0,4,0
64,45,108.97,2,2,0
46,20,149.73,3,4,0
29,56,84.21,1,3,0
53,49,72.57,2,2,1
52,13,78.08,0,1,0
69,38,43.82,0,1,0
29,49,135.99,2,3,0
24,46,79.78,1,0,0
46,49,76.47,0,0,0
28,8,109.16,1,1,1
50,43,83.04,0,3,0
23,20,107.79,2,0,0
64,33,37.37,2,4,0
32,26,127.65,1,1,0
49,39,142.86,1,4,1
68,21,107.85,1,3,0
28,53,144.55,1,4,0
40,49,48.17,1,0,0
43,42,87.29,0,0,0
51,43,102.22,1,2,0
63,54,99.81,0,1,0
51,41,78.18,2,3,0
46,9,70.57,0,1,0
21,24,45.22,1,4,0
34,37,77.01,0,3,0
52,49,49.52,1,3,0
30,41,118.12,0,0,0
58,17,55.06,0,4,0
56,24,37.03,0,0,0
32,21,96.28,0,0,0
46,51,101.43,1,2,0
46,59,134.63,0,0,0
28,39,99.24,0,1,0
69,55,71.46,2,3,0
49,41,126.36,1,0,1
19,39,94.83,0,1,0
64,13,39.51,0,4,0
31,11,97.9,1,3,1
37,46,138.96,1,4,0
39,19,77.56,1,1,0
28,11,65.56,0,4,1
44,13,47.22,2,4,0
20,46,48.17,1,4,0
34,45,81.93,0,0,0
61,1,101.48,0,0,1
45,40,39.67,0,0,0
46,44,142.75,0,3,1
38,19,120.62,0,1,0
64,12,100.39,1,0,0
33,8,129.41,1,4,1
54,8,39.62,1,4,0
37,53,87.22,0,4,0
23,45,105.61,0,4,0
36,12,129.44,2,2,0
22,48,124.02,0,3,1
20,33,63.25,1,1,0
18,45,142.91,1,1,0
55,26,44.92,0,0,0
32,39,135.02,1,2,0
51,28,146.51,0,1,0
52,58,51.26,1,3,0
66,5,116.65,1,4,1
42,8,34.83,2,0,0
41,25,78.65,1,3,0
29,27,91.95,2,1,0
35,46,99.68,1,2,0
32,23,142.31,1,0,0
61,30,110.67,5,1,0
33,45,87.75,1,0,0
44,47,127.16,1,1,0
25,23,144.06,3,4,0
63,49,32.65,0,2,0
42,47,147.9,1,4,1
34,20,40.34,1,1,0
